robot_id,station_id
480,S_1
460,S_1
461,S_1
471,S_1
477,S_1
470,S_1
451,S_1
459,S_1
466,S_1
454,S_2
474,S_1
479,S_1
452,S_2
475,S_1
465,S_1
463,S_2
473,S_1
464,S_0
455,S_2
462,S_1
453,S_0
444,S_2
248,S_0
364,S_0
456,S_1
350,S_0
449,S_0
408,S_0
259,S_0
336,S_0
270,S_0
332,S_0
316,S_0
437,S_0
467,S_2
285,S_0
458,S_2
478,S_2
391,S_0
284,S_0
