robot_id,station_id
978,S_0
982,S_0
972,S_1
1010,S_0
1016,S_0
974,S_1
995,S_1
1011,S_1
987,S_0
988,S_0
1002,S_1
993,S_1
1003,S_1
969,S_1
1004,S_1
1005,S_1
1000,S_1
1019,S_0
983,S_1
1012,S_1
996,S_1
976,S_2
1009,S_2
971,S_0
986,S_2
973,S_1
989,S_1
977,S_2
985,S_0
1006,S_2
1015,S_2
970,S_2
984,S_0
980,S_2
968,S_0
979,S_0
1017,S_0
990,S_0
994,S_0
1013,S_0
